Allocation_Subcategory,City,College,Gift_Allocation,Amount,Year,Major,Prospect ID,State
ATH,Philadelphia,SOC,Campus_Resource,9864,2013,Geographic Information Science,1906,PA
DIV,Philadelphia,ART,Endowment,1552,2013,Experience Architecture,1332,PA
EDU,Philadelphia,SOC,Scholarship,7284,2013,Geographic Information Science,1906,PA
FCE,Philadelphia,AGR,Endowment,8166,2013,Packaging,1834,PA
FCE,Philadelphia,ART,Endowment,8788,2013,Arabic,1911,PA
FCE,Philadelphia,NAT,Endowment,6148,2013,Human Biology,1144,PA
NAT,Philadelphia,VET,Scholarship,2468,2013,Preveterinary,1143,PA
NUR,Philadelphia,ART,Scholarship,2639,2013,Arabic,1911,PA
AGR,Phoenix,AGR,Scholarship,2206,2013,Interior Design,1713,AZ
AGR,Phoenix,ART,Scholarship,8439,2013,Women's and Gender Studies,2025,AZ
AGR,Phoenix,ART,Scholarship,5629,2013,Global Studies in the Arts and Humanities,1862,AZ
AGR,Phoenix,ENG,Scholarship,7597,2013,Materials Science and Engineering,1244,AZ
ANN,Phoenix,NUR,Endowment,1864,2013,Nursing,1900,AZ
ANN,Phoenix,NUR,Endowment,11876,2013,Nursing,2572,AZ
ATH,Phoenix,BIZ,Campus_Resource,4240,2013,Supply Chain Management,1871,AZ
ATH,Phoenix,COM,Campus_Resource,3292,2013,Advertising,1300,AZ
ATH,Phoenix,NAT,Campus_Resource,892,2013,Biochemistry and Molecular Biology/Biotechnology,1326,AZ
DIV,Phoenix,BIZ,Endowment,6856,2013,Accounting,1842,AZ
DIV,Phoenix,ENG,Endowment,29367,2013,Electrical Engineering,2556,AZ
DIV,Phoenix,NAT,Endowment,2896,2013,Zoology,1987,AZ
DIV,Phoenix,NUR,Endowment,5976,2013,Nursing,1900,AZ
FCE,Phoenix,ART,Endowment,3071,2013,Arts & Letters-General,1208,AZ
FCE,Phoenix,ART,Endowment,8015,2013,Art Education,1287,AZ
HON,Phoenix,NAT,Campus_Resource,3496,2013,Preoptometry,1150,AZ
NAT,Phoenix,NUR,Scholarship,1620,2013,Nursing,1099,AZ
NAT,Phoenix,SOC,Scholarship,1080,2013,Geography,2036,AZ
TST,Phoenix,ART,Endowment,3780,2013,Humanities-Prelaw,1993,AZ
TST,Phoenix,NUR,Endowment,29581,2013,Prenursing,2538,AZ
TST,Phoenix,POL,Endowment,2163,2013,Comparative Cultures and Politics,2080,AZ
PAR,Pittsburgh,ART,Campus_Resource,7126,2013,Studio Art,1758,PA
FCE,Portland,NAT,Endowment,189,2013,Geological Sciences,2001,OR
ISF,Portland,ART,Scholarship,4256,2013,Humanities-Prelaw,1738,OR
AGR,Providence,MUS,Scholarship,6200,2013,Music,2086,RI
HON,Providence,ART,Campus_Resource,1553,2013,German,1909,RI
RCR,Providence,ART,Campus_Resource,5130,2013,German,1909,RI
DIV,Provo,NAT,Endowment,16598,2013,Astrophysics,2541,UT
FCE,Provo,BIZ,Endowment,8857,2013,General Management,1859,UT
MUS,Provo,MUS,Scholarship,9132,2013,Music Performance,1291,UT
ART,Raleigh,COM,Scholarship,3230,2013,Advertising,1929,NC
COM,Raleigh,NAT,Scholarship,2872,2013,Biochemistry and Molecular Biology,1180,NC
FCE,Raleigh,ART,Endowment,584,2013,Apparel and Textiles,1247,NC
FCE,Raleigh,SOC,Endowment,7597,2013,Global & Area Studies - Soc Sci,1809,NC
MSM,Raleigh,MUS,Campus_Resource,6032,2013,Music Performance,1322,NC
MSM,Raleigh,POL,Campus_Resource,493,2013,College of Political Science,2042,NC
TST,Raleigh,COM,Endowment,2237,2013,Advertising,1929,NC
TST,Raleigh,NAT,Endowment,369,2013,Biomedical Laboratory Science,1976,NC
AGR,Richmond,SOC,Scholarship,1198,2013,Geography,1107,VA
ALM,Richmond,AGR,Campus_Resource,1758,2013,Fisheries and Wildlife,1006,VA
ANN,Richmond,AGR,Endowment,1858,2013,Animal Science,1894,VA
ANN,Richmond,NAT,Endowment,2267,2013,Biological Science Interdepartmental,1923,VA
DIV,Richmond,NAT,Endowment,1049,2013,Genomics & Molecular Genetics,1795,VA
EDU,Richmond,AGR,Scholarship,9161,2013,Animal Science,1894,VA
FCE,Richmond,NAT,Endowment,6862,2013,Zoology,1846,VA
ISF,Richmond,ART,Scholarship,1718,2013,Global Studies in the Arts and Humanities,1343,VA
LIB,Richmond,SOC,Campus_Resource,995,2013,Psychology,1038,VA
NAT,Richmond,NAT,Scholarship,8403,2013,Chemistry,1930,VA
TST,Richmond,ENG,Endowment,1434,2013,Engineering-No Major,1321,VA
TST,Richmond,NAT,Endowment,6812,2013,Chemistry,1930,VA
TST,Richmond,POL,Endowment,5976,2013,Comparative Cultures and Politics,2040,VA
AGR,Rochester,ART,Scholarship,3496,2013,Humanities-Prelaw,1892,NY
NAT,Rochester,AGR,Scholarship,11041,2013,Landscape Architecture,2550,NY
NAT,Rochester,ART,Scholarship,6087,2013,Art History and Visual Culture,2010,NY
ANN,Sacramento,EDU,Endowment,8797,2013,Kinesiology,1390,CA
FCE,Sacramento,POL,Endowment,8700,2013,College of Political Science,1799,CA
AGR,Salt_Lake_City,NAT,Scholarship,7019,2013,Mathematics,1226,UT
DIV,Salt_Lake_City,ENG,Endowment,26438,2013,Biosystems Engineering,2595,UT
DIV,Salt_Lake_City,ENG,Endowment,9728,2013,Computer Science,1303,UT
PAR,Salt_Lake_City,BIZ,Campus_Resource,9739,2013,Finance,1205,UT
TST,Salt_Lake_City,ART,Endowment,6384,2013,Arabic,1242,UT
ART,San_Antonio,ART,Scholarship,3734,2013,English,1335,TX
DIV,San_Antonio,NAT,Endowment,25562,2013,Statistics,2596,TX
ISF,San_Antonio,BIZ,Scholarship,8743,2013,General Management,1333,TX
PAR,San_Antonio,BIZ,Campus_Resource,5619,2013,Human Resource Management,1186,TX
ANN,San_Diego,ENG,Endowment,554,2013,Applied Engineering Sciences,1091,CA
ANN,San_Diego,MUS,Endowment,25464,2013,Composition,2632,CA
ANN,San_Diego,NAT,Endowment,4018,2013,Physical Science Interdepartmental,1108,CA
ANN,San_Diego,SOC,Endowment,11448,2013,Urban and Regional Planning,2547,CA
ART,San_Diego,ART,Scholarship,4049,2013,Experience Architecture,2054,CA
DIV,San_Diego,SOC,Endowment,3367,2013,Social Work,1202,CA
DIV,San_Diego,VET,Endowment,6451,2013,Preveterinary,1212,CA
LIB,San_Diego,ART,Campus_Resource,3885,2013,French,1170,CA
NAT,San_Diego,NAT,Scholarship,292,2013,Biomedical Laboratory Science,2017,CA
ALM,San_Francisco,ENG,Campus_Resource,5239,2013,Mechanical Engineering,1310,CA
ANN,San_Francisco,ENG,Endowment,23796,2013,Computer Science,2582,CA
ANN,San_Francisco,POL,Endowment,6658,2013,Political Theory and Constitutional Democracy,2049,CA
ANN,San_Francisco,SOC,Endowment,5981,2013,Political Science-Prelaw,1330,CA
ART,San_Francisco,MUS,Scholarship,13836,2013,Jazz Studies,2614,CA
ATH,San_Francisco,ART,Campus_Resource,3402,2013,French,1984,CA
DIV,San_Francisco,ART,Endowment,9039,2013,Experience Architecture,1728,CA
DIV,San_Francisco,ART,Endowment,13292,2013,Art History and Visual Culture,2624,CA
DIV,San_Francisco,SOC,Endowment,9176,2013,Global & Area Studies - Soc Sci,1970,CA
ENG,San_Francisco,SOC,Scholarship,858,2013,Economics,1755,CA
FCE,San_Francisco,MUS,Endowment,3379,2013,Composition,1288,CA
FCE,San_Francisco,POL,Endowment,5165,2013,Political Theory and Constitutional Democracy,1329,CA
ISF,San_Francisco,BIZ,Scholarship,3818,2013,Finance,1259,CA
LIB,San_Francisco,ART,Campus_Resource,2779,2013,Art History and Visual Culture,1097,CA
MSF,San_Francisco,BIZ,Scholarship,2668,2013,Finance,1751,CA
MSM,San_Francisco,NAT,Campus_Resource,7288,2013,Human Biology,1402,CA
MUS,San_Francisco,ART,Scholarship,7234,2013,Women's and Gender Studies,1313,CA
NAT,San_Francisco,EDU,Scholarship,8197,2013,Kinesiology,1928,CA
PAR,San_Francisco,POL,Campus_Resource,7590,2013,Social Relations and Policy,1924,CA
TST,San_Francisco,AGR,Endowment,4930,2013,Agribusiness Management,1972,CA
TST,San_Francisco,ART,Endowment,5010,2013,Theatre,2082,CA
TST,San_Francisco,EDU,Endowment,1624,2013,Kinesiology,1928,CA
TST,San_Francisco,NAT,Endowment,4788,2013,Zoology,1386,CA
TST,San_Francisco,NAT,Endowment,3847,2013,Biochemistry and Molecular Biology/Biotechnology,1387,CA
ANN,Savannah,COM,Endowment,2729,2013,Media and Information,1959,GA
ART,Savannah,VET,Scholarship,7575,2013,Preveterinary,1215,GA
COM,Savannah,NAT,Scholarship,8796,2013,Human Biology,2077,GA
PAR,Savannah,ENG,Campus_Resource,3402,2013,Computer Engineering,2028,GA
AGR,Scottsdale,EDU,Scholarship,5680,2013,Special Education-Learning Disabilities,1975,AZ
ALM,Scottsdale,NAT,Campus_Resource,17153,2013,Biochemistry and Molecular Biology/Biotechnology,2631,AZ
DIV,Scottsdale,ENG,Endowment,5680,2013,Materials Science and Engineering,2019,AZ
FCE,Scottsdale,SOC,Endowment,8939,2013,World Politics,1090,AZ
MSF,Scottsdale,AGR,Scholarship,8017,2013,Landscape Architecture,2088,AZ
ANN,Seattle,ART,Endowment,4894,2013,English,1883,WA
ANN,Seattle,NAT,Endowment,20021,2013,Biomedical Laboratory Science,2587,WA
ANN,Seattle,SOC,Endowment,7525,2013,Social Work,1308,WA
FCE,Seattle,ART,Endowment,4855,2013,Japanese,1404,WA
FCE,Seattle,BIZ,Endowment,4945,2013,Hospitality Business,1392,WA
FCE,Seattle,SOC,Endowment,5401,2013,History,1870,WA
NAT,Seattle,MUS,Scholarship,3870,2013,Music,1256,WA
NAT,Seattle,NAT,Scholarship,1793,2013,Predental,1204,WA
RCR,Spokane,NAT,Campus_Resource,7188,2013,Predental,1881,WA
TST,Spokane,AGR,Endowment,5177,2013,Fisheries and Wildlife,2033,WA
ISF,Springfield,ART,Scholarship,10194,2013,Japanese,2543,IL
AGR,St._Louis,ART,Scholarship,1858,2013,Humanities-Prelaw,1152,MO
ANN,St._Louis,NAT,Endowment,9717,2013,Human Biology,1135,MO
FCE,St._Louis,AGR,Endowment,6304,2013,Agribusiness Management,1958,MO
HON,St._Louis,NAT,Campus_Resource,6195,2013,Genomics & Molecular Genetics,1849,MO
ISF,St._Louis,NAT,Scholarship,7977,2013,Zoology,1922,MO
MSM,St._Louis,EDU,Campus_Resource,6148,2013,Education,1886,MO
PAR,St._Louis,AGR,Campus_Resource,345,2013,Agribusiness Management,1958,MO
TST,St._Louis,COM,Endowment,2051,2013,Media and Information,1302,MO
AGR,Syracuse,NAT,Scholarship,1812,2013,Mathematics,1939,NY
AGR,Syracuse,NAT,Scholarship,9370,2013,Mathematics,1939,NY
ANN,Tallahassee,AGR,Endowment,9908,2013,Environmental Economics and Policy,1876,FL
ANN,Tallahassee,ART,Endowment,8987,2013,Art History and Visual Culture,1245,FL
COM,Tallahassee,NAT,Scholarship,6016,2013,Genomics & Molecular Genetics,2004,FL
DIV,Tallahassee,COM,Endowment,1556,2013,Journalism,2013,FL
DIV,Tallahassee,NAT,Endowment,3549,2013,Geological Sciences,1744,FL
LIB,Tallahassee,ART,Campus_Resource,7614,2013,Experience Architecture,1824,FL
TST,Tallahassee,AGR,Endowment,20445,2013,Agribusiness Management,2600,FL
ART,Tucson,SOC,Scholarship,8166,2013,Political Science,1251,AZ
MSF,Tulsa,SOC,Scholarship,4897,2013,Global & Area Studies - Soc Sci,2113,OK
TST,Tulsa,SOC,Endowment,4217,2013,Human Development and Family Studies,1888,OK
ANN,Washington,AGR,Endowment,2581,2013,Agriculture and Natural Resources-No Preference,1943,DC
ANN,Washington,SOC,Endowment,19698,2013,Psychology,2592,DC
ANN,Washington,SOC,Endowment,182,2013,Interdisciplinary Studies in Social Science - Social Science Education,1932,DC
ART,Washington,AGR,Scholarship,5740,2013,Packaging,1399,DC
BIZ,Washington,AGR,Scholarship,1587,2013,Agriculture and Natural Resources-No Preference,1943,DC
EDU,Washington,NUR,Scholarship,8241,2013,Summer Research Program,1400,DC
HON,Washington,SOC,Campus_Resource,171,2013,Interdisciplinary Studies in Social Science - Social Science Education,1932,DC
MSF,Washington,ENG,Scholarship,5117,2013,Mechanical Engineering,1338,DC
ANN,West_Valley_City,SOC,Endowment,7234,2013,Psychology,1004,UT
DIV,West_Valley_City,POL,Endowment,3629,2013,Political Theory and Constitutional Democracy,1339,UT
FCE,West_Valley_City,NUR,Endowment,3870,2013,Summer Research Program,1865,UT
MUS,West_Valley_City,ART,Scholarship,5452,2013,Art History and Visual Culture,1342,UT
ANN,Wichita,NAT,Endowment,8657,2013,Mathematics,2079,KS
ATH,Wichita,NAT,Campus_Resource,8877,2013,Plant Biology,1191,KS
ENG,Wichita,ART,Scholarship,5453,2013,Japanese,1036,KS
MSM,Wichita,NAT,Campus_Resource,7047,2013,Preoptometry,1258,KS
NAT,Wichita,NAT,Scholarship,14254,2013,Chemical Physics,2623,KS
ANN,Albuquerque,ENG,Endowment,5894,2014,Electrical Engineering,2957,NM
FCE,Albuquerque,COM,Endowment,7699,2014,Journalism,1884,NM
FCE,Albuquerque,COM,Endowment,2646,2014,Journalism,1884,NM
NAT,Albuquerque,EDU,Scholarship,6330,2014,Kinesiology,1879,NM
TST,Albuquerque,SOC,Endowment,2081,2014,Human Development and Family Studies,2891,NM
AGR,Alexandria,ART,Scholarship,9066,2014,Arabic,1940,VA
FCE,Alexandria,ART,Endowment,1146,2014,Arabic,1940,VA
FCE,Alexandria,POL,Endowment,9256,2014,Political Theory and Constitutional Democracy,2968,VA
NAT,Alexandria,ART,Scholarship,4999,2014,Apparel and Textiles,2880,VA
RCR,Alexandria,AGR,Campus_Resource,2449,2014,Environmental Economics and Policy,2764,VA
AGR,Amarillo,ART,Scholarship,9280,2014,German,1902,TX
AGR,Amarillo,ART,Scholarship,1815,2014,Art Education,2707,TX
ENG,Amarillo,ART,Scholarship,6966,2014,German,1902,TX
NAT,Amarillo,ART,Scholarship,1207,2014,German,1902,TX
ATH,Anaheim,NAT,Campus_Resource,1491,2014,Biological Science Interdepartmental,2955,CA
DIV,Anaheim,AGR,Endowment,6156,2014,Environmental Economics and Policy,2916,CA
DIV,Anaheim,ART,Endowment,1550,2014,Global Studies in the Arts and Humanities,2816,CA
NAT,Anaheim,MUS,Scholarship,8433,2014,Jazz Studies,2885,CA
ANN,Atlanta,ART,Endowment,9333,2014,Women's and Gender Studies,2928,GA
DIV,Atlanta,ART,Endowment,9724,2014,Studio Art,2993,GA
EDU,Atlanta,AGR,Scholarship,10,2014,Fisheries and Wildlife,2966,GA
FCE,Atlanta,BIZ,Endowment,883,2014,Finance,2900,GA
NAT,Atlanta,ENG,Scholarship,9529,2014,Computer Engineering,2691,GA
NAT,Atlanta,NAT,Scholarship,2818,2014,Biomedical Laboratory Science,2758,GA
ART,Austin,AGR,Scholarship,4635,2014,Fisheries and Wildlife,1899,TX
BIZ,Austin,AGR,Scholarship,7242,2014,Fisheries and Wildlife,1899,TX
DIV,Austin,AGR,Endowment,7073,2014,Agriculture and Natural Resources-No Preference,2889,TX
DIV,Austin,NAT,Endowment,6049,2014,Physical Science Interdepartmental,2978,TX
FCE,Austin,NAT,Endowment,6121,2014,Environmental Geosciences,1980,TX
HON,Austin,ART,Campus_Resource,8302,2014,Studio Art,2750,TX
HON,Austin,MUS,Campus_Resource,9607,2014,Jazz Studies,2686,TX
NAT,Austin,AGR,Scholarship,6979,2014,Fisheries and Wildlife,1899,TX
NAT,Austin,AGR,Scholarship,1672,2014,Horticulture,2973,TX
NAT,Austin,SOC,Scholarship,1896,2014,Sociology,2085,TX
TST,Austin,NAT,Endowment,29033,2014,Biochemistry and Molecular Biology,1098,TX
ART,Baton_Rouge,ART,Scholarship,5177,2014,Spanish,1989,LA
ISF,Baton_Rouge,NAT,Scholarship,4745,2014,Preoptometry,2906,LA
PAR,Baton_Rouge,BIZ,Campus_Resource,7243,2014,Supply Chain Management,1873,LA
ANN,Birmingham,ART,Endowment,5969,2014,Studio Art,1938,AL
ANN,Birmingham,ART,Endowment,6171,2014,Art History and Visual Culture,1914,AL
FCE,Birmingham,NAT,Endowment,1115,2014,Environmental Geosciences,1920,AL
NAT,Birmingham,ART,Scholarship,2448,2014,Professional Writing,2638,AL
NAT,Birmingham,ART,Scholarship,6957,2014,Art History and Visual Culture,1914,AL
NAT,Birmingham,ART,Scholarship,5524,2014,Studio Art,1938,AL
ART,Boston,AGR,Scholarship,8297,2014,Horticulture,2913,MA
HON,Boston,POL,Campus_Resource,2575,2014,Social Relations and Policy,2938,MA
ISF,Boston,ART,Scholarship,6647,2014,Studio Art,2815,MA
NAT,Boston,AGR,Scholarship,6404,2014,Natural Resource Recreation and Tourism,3006,MA
NAT,Boston,ART,Scholarship,7276,2014,German,2639,MA
NUR,Boston,AGR,Scholarship,7547,2014,Nutritional Sciences,1882,MA
NUR,Boston,AGR,Scholarship,9970,2014,Nutritional Sciences,1882,MA
DIV,Casper,BIZ,Endowment,9538,2014,Human Resource Management,2823,WY
ANN,Cedar_Rapids,NAT,Endowment,9229,2014,Chemical Physics,2680,IA
DIV,Cedar_Rapids,VET,Endowment,8860,2014,Preveterinary,2974,IA
LIB,Cedar_Rapids,ART,Campus_Resource,2132,2014,Humanities-Prelaw,2820,IA
DIV,Charleston,SOC,Endowment,3957,2014,Interdisciplinary Studies in Social Science,2945,SC
HON,Charleston,AGR,Campus_Resource,6762,2014,Animal Science,2958,SC
ALM,Charlotte,SOC,Campus_Resource,8315,2014,World Politics,2767,NC
TST,Charlotte,ENG,Endowment,103,2014,Materials Science and Engineering,3004,NC
AGR,Chicago,AGR,Scholarship,4657,2014,Natural Resource Recreation and Tourism,2006,IL
ANN,Chicago,NAT,Endowment,4424,2014,Environmental Biology/Plant Biol,2961,IL
ART,Chicago,ART,Scholarship,8943,2014,Spanish,2988,IL
ART,Chicago,BIZ,Scholarship,3670,2014,Marketing,1913,IL
ART,Chicago,BIZ,Scholarship,1758,2014,General Management,1965,IL
ATH,Chicago,ART,Campus_Resource,4674,2014,Japanese,2877,IL
DIV,Chicago,BIZ,Endowment,9394,2014,Marketing,1913,IL
DIV,Chicago,ENG,Endowment,6016,2014,Materials Science and Engineering,1960,IL
DIV,Chicago,ENG,Endowment,455821,2014,Engineering-No Major,2875,IL
DIV,Chicago,SOC,Endowment,7211,2014,Economics,1979,IL
FCE,Chicago,AGR,Endowment,2587,2014,Fisheries and Wildlife,2661,IL
HON,Chicago,SOC,Campus_Resource,4185,2014,Interdisciplinary Studies in Social Science - Social Science Education,2884,IL
MSF,Chicago,MUS,Scholarship,91,2014,Composition,2096,IL
NAT,Chicago,EDU,Scholarship,87,2014,Kinesiology,2798,IL
NAT,Chicago,ENG,Scholarship,5508,2014,Engineering-No Major,2807,IL
NAT,Chicago,NUR,Scholarship,1648,2014,Prenursing,2752,IL
RCR,Chicago,AGR,Campus_Resource,1536,2014,Animal Science,2655,IL
TST,Chicago,AGR,Endowment,5389,2014,Interior Design,2834,IL
TST,Chicago,BIZ,Endowment,7846,2014,Finance,3016,IL
TST,Chicago,NAT,Endowment,2741,2014,Environmental Biology/Plant Biol,2833,IL
ART,Cincinnati,ART,Scholarship,2428,2014,Theatre,1952,OH
ART,Cincinnati,NAT,Scholarship,8384,2014,Neuroscience,2766,OH
BIZ,Cincinnati,ART,Scholarship,7437,2014,Theatre,1952,OH
COM,Cincinnati,POL,Scholarship,4327,2014,Social Relations and Policy,2131,OH
DIV,Cincinnati,ART,Endowment,5444,2014,Professional Writing,1919,OH
DIV,Cincinnati,COM,Endowment,2130,2014,Media and Information,1875,OH
DIV,Cincinnati,NAT,Endowment,2891,2014,Predental,2985,OH
FCE,Cincinnati,AGR,Endowment,9923,2014,Interior Design,2073,OH
FCE,Cincinnati,ART,Endowment,1328,2014,Interdisciplinary Humanities,2669,OH
FCE,Cincinnati,NAT,Endowment,5866,2014,Biological Science Interdepartmental,3000,OH
LIB,Cincinnati,AGR,Campus_Resource,3885,2014,Natural Resource Recreation and Tourism,1905,OH
MSF,Cincinnati,AGR,Scholarship,9377,2014,Natural Resource Recreation and Tourism,1905,OH
MSF,Cincinnati,SOC,Scholarship,8960,2014,Political Science,1893,OH
MSF,Cincinnati,SOC,Scholarship,3930,2014,Political Science,1893,OH
NAT,Cincinnati,ART,Scholarship,2886,2014,Women's and Gender Studies,2064,OH
NUR,Cincinnati,COM,Scholarship,5794,2014,Media and Information,1875,OH
TST,Cincinnati,AGR,Endowment,1737,2014,Natural Resource Recreation and Tourism,1905,OH
TST,Cincinnati,AGR,Endowment,7115,2014,Construction Management,2904,OH
TST,Cincinnati,AGR,Endowment,3742,2014,Horticulture,2134,OH
TST,Cincinnati,VET,Endowment,9282,2014,Preveterinary,2856,OH
ALM,Cleveland,NAT,Campus_Resource,9502,2014,Environmental Geosciences,2137,OH
DIV,Cleveland,ART,Endowment,7050,2014,German,3013,OH
TST,Cleveland,VET,Endowment,5872,2014,Preveterinary,2789,OH
ALM,Colorado_Springs,NAT,Campus_Resource,5518,2014,Environmental Geosciences,2909,CO
ANN,Colorado_Springs,NAT,Endowment,8169,2014,Zoology,1953,CO
ANN,Colorado_Springs,NAT,Endowment,8823,2014,Genomics & Molecular Genetics,2664,CO
BIZ,Colorado_Springs,POL,Scholarship,8942,2014,Political Theory and Constitutional Democracy,2760,CO
DIV,Colorado_Springs,NUR,Endowment,7050,2014,Prenursing,2104,CO
DIV,Colorado_Springs,SOC,Endowment,2468,2014,History,1885,CO
ISF,Colorado_Springs,SOC,Scholarship,7333,2014,History,1885,CO
PAR,Colorado_Springs,NAT,Campus_Resource,8789,2014,Zoology,1953,CO
PAR,Colorado_Springs,NAT,Campus_Resource,5207,2014,Zoology,2041,CO
AGR,Columbia,ART,Scholarship,1433,2014,Interdisciplinary Humanities,2772,SC
AGR,Columbia,SOC,Scholarship,1479,2014,Interdisciplinary Studies in Social Science - Social Science Education,2747,SC
MSM,Columbia,AGR,Campus_Resource,3648,2014,Packaging,1878,SC
PAR,Columbia,AGR,Campus_Resource,1162,2014,Packaging,1878,SC
RCR,Columbia,NAT,Campus_Resource,290,2014,Biomedical Laboratory Science,2099,SC
ANN,Dallas,ENG,Endowment,4323,2014,Mechanical Engineering,3007,TX
ANN,Dallas,NAT,Endowment,5109,2014,Neuroscience,1898,TX
ANN,Dallas,SOC,Endowment,1495,2014,History,2797,TX
ART,Dallas,NAT,Scholarship,9379,2014,Plant Biology,2068,TX
EDU,Dallas,VET,Scholarship,3411,2014,Preveterinary,1908,TX
EDU,Dallas,VET,Scholarship,9314,2014,Preveterinary,1908,TX
FCE,Dallas,ART,Endowment,5114,2014,German,2770,TX
FCE,Dallas,COM,Endowment,1717,2014,Advertising,2641,TX
FCE,Dallas,SOC,Endowment,7372,2014,Interdisciplinary Studies in Social Science,1995,TX
LIB,Dallas,NAT,Campus_Resource,8085,2014,Physical Science Interdepartmental,2952,TX
NAT,Dallas,SOC,Scholarship,5439,2014,Interdisciplinary Studies in Social Science - Social Science Education,2728,TX
PAR,Dallas,NAT,Campus_Resource,2031,2014,Neuroscience,1898,TX
TST,Dallas,NAT,Endowment,4409,2014,Neuroscience,1898,TX
AGR,Denver,AGR,Scholarship,14157,2014,Fisheries and Wildlife,2070,CO
AGR,Denver,NUR,Scholarship,5110.5,2014,Summer Research Program,2647,CO
ALM,Denver,AGR,Campus_Resource,7138.5,2014,Food Science,2704,CO
ALM,Denver,COM,Campus_Resource,9523.5,2014,Media and Information,2827,CO
ALM,Denver,ENG,Campus_Resource,7546.5,2014,Computer Science,2925,CO
ANN,Denver,ART,Endowment,14298,2014,Art Education,1897,CO
ANN,Denver,ART,Endowment,14746.5,2014,Art Education,1897,CO
ANN,Denver,ENG,Endowment,9475.5,2014,Computer Engineering,1982,CO
ANN,Denver,SOC,Endowment,3078,2014,Criminal Justice,2976,CO
ART,Denver,ART,Scholarship,13590,2014,Studio Art,2699,CO
ART,Denver,SOC,Scholarship,12960,2014,Sociology,2044,CO
ART,Denver,SOC,Scholarship,13498.5,2014,World Politics,2754,CO
ATH,Denver,AGR,Campus_Resource,11158.5,2014,Interior Design,2980,CO
